City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
392,Cap Malheureux,MU,2022-01-20 22:53:45,-19.9842,57.6142,81.09,90,46,3.0
393,Pontes E Lacerda,BR,2022-01-20 22:51:15,-15.2261,-59.3353,79.25,73,86,3.51
394,Praia,CV,2022-01-20 22:53:46,14.9215,-23.5087,72.14,73,40,9.22
395,Faya,SA,2022-01-20 22:53:46,18.3851,42.4509,50.11,75,1,2.64
396,Slobozia Bradului,RO,2022-01-20 22:53:46,45.5,27.05,34.72,63,91,5.55
397,Mogzon,RU,2022-01-20 22:53:46,51.7435,111.9606,-3.77,100,100,0.72
398,Pathalgaon,IN,2022-01-20 22:53:47,22.5667,83.4667,56.3,36,24,2.86
399,Knysna,ZA,2022-01-20 22:53:47,-34.0363,23.0471,69.98,83,98,3.33
400,Mao,ES,2022-01-20 22:53:47,39.8885,4.2658,45.16,93,44,6.91
401,Laredo,US,2022-01-20 22:53:47,27.5064,-99.5075,48.2,33,100,14.97
402,Ostersund,SE,2022-01-20 22:52:28,63.1792,14.6357,24.62,80,7,16.11
403,Kemin,KG,2022-01-20 22:54:48,42.7846,75.6892,29.35,45,0,8.16
404,Eucaliptus,BO,2022-01-20 22:54:49,-17.5833,-67.5167,56.82,49,96,10.22
405,Marica,BR,2022-01-20 22:51:13,-22.9194,-42.8186,84.15,91,4,10.18
406,Bucsa,HU,2022-01-20 22:54:49,47.2,21.0,32.99,66,39,12.35
407,Okha,RU,2022-01-20 22:54:50,53.5739,142.9478,-3.33,88,92,15.32
408,Kroonstad,ZA,2022-01-20 22:54:11,-27.6504,27.2349,68.36,52,64,10.04
409,Alofi,NU,2022-01-20 22:54:50,-19.0595,-169.9187,84.09,74,75,18.41
410,Beyneu,KZ,2022-01-20 22:54:51,45.3167,55.2,29.32,86,100,7.7
411,Leshukonskoye,RU,2022-01-20 22:54:51,64.8989,45.7622,30.13,95,100,9.62
412,Sao Filipe,CV,2022-01-20 22:54:51,14.8961,-24.4956,72.97,78,100,4.36
413,San Alberto,CO,2022-01-20 22:54:52,7.7611,-73.3922,83.48,67,58,2.73
414,Mansa,IN,2022-01-20 22:54:52,29.9833,75.3833,48.45,90,4,4.18
415,Dentsville,US,2022-01-20 22:54:52,34.064,-80.9582,52.92,93,100,1.99
416,Missoula,US,2022-01-20 22:52:29,47.0166,-113.8009,35.53,91,100,5.59
417,Ahuimanu,US,2022-01-20 22:54:52,21.4447,-157.8378,79.79,72,0,1.01
418,Hokitika,NZ,2022-01-20 22:54:53,-42.7167,170.9667,66.47,57,72,8.52
419,Palmas,BR,2022-01-20 22:54:53,-10.2128,-48.3603,85.87,66,40,0.0
420,Giraltovce,SK,2022-01-20 22:54:53,49.114,21.5173,31.3,74,14,6.73
421,Batesville,US,2022-01-20 22:53:39,35.7698,-91.641,28.09,46,0,5.75
422,Freeport,US,2022-01-20 22:50:51,40.6576,-73.5832,34.16,63,0,1.01
423,Semnan,IR,2022-01-20 22:54:55,35.5729,53.3971,37.24,30,40,4.61
424,Yazman,PK,2022-01-20 22:54:55,29.1212,71.7446,58.6,52,0,7.76
425,Campanha,BR,2022-01-20 22:54:56,-21.8361,-45.4006,71.08,86,13,2.42
426,Aquiraz,BR,2022-01-20 22:54:56,-3.9014,-38.3911,84.22,93,75,8.37
427,Terney,RU,2022-01-20 22:54:56,45.0503,136.6092,1.04,85,7,14.27
428,Akyab,MM,2022-01-20 22:54:57,20.15,92.9,61.48,83,8,6.58
429,Kaeo,NZ,2022-01-20 22:54:57,-35.1,173.7833,75.33,49,59,0.56
430,Sheridan,US,2022-01-20 22:54:57,44.8333,-106.9173,39.31,64,84,1.01
431,Gazojak,TM,2022-01-20 22:54:58,41.1875,61.4036,29.82,83,3,10.38
432,Talara,PE,2022-01-20 22:54:58,-4.5772,-81.2719,77.76,69,0,18.63
433,Invermere,CA,2022-01-20 22:54:58,50.5167,-116.0354,32.5,93,99,4.12
434,Pacific Grove,US,2022-01-20 22:54:58,36.6177,-121.9166,70.57,61,0,1.01
435,Qasigiannguit,GL,2022-01-20 22:54:59,68.8193,-51.1922,14.81,89,100,13.38
436,Springdale,US,2022-01-20 22:54:59,36.1867,-94.1288,25.88,45,96,8.01
437,Talcahuano,CL,2022-01-20 22:55:00,-36.7167,-73.1167,64.08,48,0,9.22
438,Shingu,JP,2022-01-20 22:55:00,33.7333,135.9833,36.59,62,4,6.53
439,Valleyview,CA,2022-01-20 22:55:00,55.0667,-117.2859,39.24,70,94,17.27
440,Kontagora,NG,2022-01-20 22:55:01,10.3999,5.4695,71.8,18,23,7.78
441,Fort Morgan,US,2022-01-20 22:50:42,40.2503,-103.8,36.1,64,0,4.61
442,Neiafu,TO,2022-01-20 22:55:01,-18.65,-173.9833,82.49,79,40,20.83
443,Colesberg,ZA,2022-01-20 22:55:02,-30.72,25.0972,76.15,40,5,4.5
444,Haines Junction,CA,2022-01-20 22:52:10,60.7522,-137.5108,10.35,79,100,0.0
445,Killam,CA,2022-01-20 22:55:02,52.7834,-111.8518,36.99,86,100,1.14
446,Praia Da Vitoria,PT,2022-01-20 22:55:02,38.7333,-27.0667,62.85,94,40,18.48
447,State College,US,2022-01-20 22:53:23,40.7934,-77.86,22.17,56,94,1.01
448,Goderich,CA,2022-01-20 22:55:03,43.7501,-81.7165,15.91,73,100,8.05
449,Quatre Cocos,MU,2022-01-20 22:55:03,-20.2078,57.7625,80.71,83,50,11.32
450,Yumen,CN,2022-01-20 22:55:03,40.2833,97.2,19.9,50,2,8.99
451,Onguday,RU,2022-01-20 22:56:04,50.75,86.15,-6.59,100,76,2.08
452,Macvanska Mitrovica,RS,2022-01-20 22:56:04,44.9656,19.5981,35.31,82,100,1.41
453,Vilhena,BR,2022-01-20 22:56:04,-12.7406,-60.1458,75.42,88,40,11.5
454,Sorland,NO,2022-01-20 22:56:04,67.667,12.6934,31.89,60,100,20.24
455,Chikwawa,MW,2022-01-20 22:56:05,-16.0335,34.8009,69.57,87,13,0.45
456,San Jose,US,2022-01-20 22:55:16,37.3394,-121.895,70.41,50,0,1.99
457,Vanavara,RU,2022-01-20 22:56:05,60.34,102.2797,3.58,99,97,4.18
458,Ucluelet,CA,2022-01-20 22:56:05,48.9329,-125.5528,49.05,91,99,5.01
459,Mount Gambier,AU,2022-01-20 22:56:06,-37.8333,140.7667,73.31,43,0,18.41
460,Batagay-Alyta,RU,2022-01-20 22:56:06,67.8006,130.4114,-20.29,87,40,6.24
461,Touho,NC,2022-01-20 22:56:06,-20.7833,165.2333,81.07,77,87,13.06
462,Buraydah,SA,2022-01-20 22:56:06,26.326,43.975,43.25,39,0,10.2
463,Zhuhai,CN,2022-01-20 22:56:07,22.2769,113.5678,63.05,82,0,8.05
464,High Level,CA,2022-01-20 22:56:07,58.5169,-117.136,10.51,79,75,12.66
465,Batemans Bay,AU,2022-01-20 22:56:07,-35.7167,150.1833,71.2,65,86,3.62
466,Oussouye,SN,2022-01-20 22:56:07,12.485,-16.5469,77.09,77,44,6.58
467,Russell,US,2022-01-20 22:56:08,32.3502,-85.1999,47.12,92,100,9.22
468,Elliot Lake,CA,2022-01-20 22:56:09,46.3834,-82.6331,-2.11,89,11,2.06
469,Elizabeth City,US,2022-01-20 22:56:09,36.2946,-76.2511,43.02,87,100,1.01
470,Pagudpud,PH,2022-01-20 22:56:09,18.5616,120.7868,71.56,85,18,13.65
471,Las Palmas,ES,2022-01-20 22:56:10,28.4204,-14.0131,65.19,56,0,3.44
472,Bud,US,2022-01-20 22:56:10,39.447,-86.1758,23.7,66,96,8.21
473,Acajutla,SV,2022-01-20 22:56:10,13.5928,-89.8275,92.8,59,9,8.21
474,Auki,SB,2022-01-20 22:56:10,-8.7676,160.7034,76.12,93,100,4.36
475,Caravelas,BR,2022-01-20 22:56:11,-17.7125,-39.2481,75.49,87,0,5.26
476,Kapuskasing,CA,2022-01-20 22:56:11,49.4169,-82.4331,-7.51,77,0,8.05
477,Tomball,US,2022-01-20 22:54:00,30.0972,-95.6161,43.81,63,100,1.01
478,Hornepayne,CA,2022-01-20 22:56:11,49.2138,-84.7705,-7.53,95,77,5.3
479,Parana,AR,2022-01-20 22:56:12,-31.732,-60.5238,97.57,67,22,6.67
480,Zaykovo,RU,2022-01-20 22:56:12,57.5613,62.7568,8.26,95,57,6.04
481,Maarianhamina,AX,2022-01-20 22:56:12,60.0973,19.9348,33.66,64,100,17.27
482,Kumano,JP,2022-01-20 22:56:12,34.3442,132.5894,33.94,78,24,5.64
483,Quelimane,MZ,2022-01-20 22:56:13,-17.8786,36.8883,72.18,87,13,4.7
484,Chichihualco,MX,2022-01-20 22:56:13,17.6833,-99.65,72.55,55,98,4.05
485,Popondetta,PG,2022-01-20 22:56:13,-8.7537,148.2534,74.75,96,100,1.54
486,Soyo,AO,2022-01-20 22:56:13,-6.1349,12.3689,76.95,81,19,7.4
487,Tayu,ID,2022-01-20 22:56:14,-6.5397,111.0518,75.13,86,100,1.88
488,Bilibino,RU,2022-01-20 22:56:14,68.0546,166.4372,-29.42,84,4,3.71
489,Lodja,CD,2022-01-20 22:56:15,-3.4833,23.4333,71.44,86,99,1.03
490,Rock Sound,BS,2022-01-20 22:56:16,24.9,-76.2,75.7,81,10,11.81
491,Yar-Sale,RU,2022-01-20 22:56:16,66.8333,70.8333,13.78,89,98,21.03
492,High Rock,BS,2022-01-20 22:56:16,26.6208,-78.2833,77.02,73,5,8.93
493,La Rioja,ES,2022-01-20 22:56:17,42.25,-2.5,36.05,93,97,8.59
494,Tilichiki,RU,2022-01-20 22:56:17,60.4667,166.1,-16.11,80,6,8.01
495,Maniitsoq,GL,2022-01-20 22:56:17,65.4167,-52.9,13.42,78,100,10.07
496,Flin Flon,CA,2022-01-20 22:56:18,54.7682,-101.865,-2.36,71,100,6.91
497,Miguel Pereira,BR,2022-01-20 22:56:18,-22.4539,-43.4689,76.93,98,29,2.01
498,Vardo,NO,2022-01-20 22:56:18,70.3705,31.1107,31.93,81,90,36.33
499,Hazaribag,IN,2022-01-20 22:56:18,23.9833,85.35,53.04,49,64,1.03
500,Oksfjord,NO,2022-01-20 22:57:19,70.2396,22.3479,28.99,71,100,13.53
501,Ust-Maya,RU,2022-01-20 22:57:19,60.4167,134.5333,-38.83,100,51,1.81
502,Maldonado,UY,2022-01-20 22:57:19,-34.6667,-54.9167,76.39,92,54,14.7
503,Souillac,MU,2022-01-20 22:57:19,-20.5167,57.5167,80.98,94,75,10.36
504,Dhidhdhoo,MV,2022-01-20 22:57:20,6.8833,73.1,80.98,63,99,6.08
505,Green River,US,2022-01-20 22:57:20,41.5286,-109.4662,40.15,63,24,20.62
506,Mangan,IN,2022-01-20 22:57:20,27.5167,88.5333,45.07,70,92,5.41
507,Lakes Entrance,AU,2022-01-20 22:57:21,-37.8811,147.981,68.16,61,1,4.16
508,Kimbe,PG,2022-01-20 22:57:21,-5.5502,150.1429,77.86,91,100,1.21
509,Kingisepp,RU,2022-01-20 22:57:21,59.3733,28.6134,24.12,96,96,3.65
510,Jacareacanga,BR,2022-01-20 22:57:21,-6.2222,-57.7528,74.75,97,93,1.16
511,Kalmunai,LK,2022-01-20 22:57:22,7.4167,81.8167,70.2,75,93,6.46
512,Jiancheng,CN,2022-01-20 22:57:22,30.391,104.5491,49.21,90,100,4.18
513,Bacungan,PH,2022-01-20 22:57:22,9.9106,118.7022,76.37,87,28,1.77
514,Nador,MA,2022-01-20 22:57:22,35.174,-2.9287,53.85,71,20,1.14
515,Huntington,US,2022-01-20 22:54:19,38.4193,-82.4452,25.32,94,100,2.73
516,Tigil,RU,2022-01-20 22:57:23,57.8,158.6667,-3.89,92,5,3.56
517,Dudinka,RU,2022-01-20 22:53:00,69.4058,86.1778,13.62,94,100,20.24
518,Whitehorse,CA,2022-01-20 22:55:58,60.7161,-135.0538,19.09,80,75,4.0
519,Calama,CL,2022-01-20 22:57:23,-22.4667,-68.9333,73.89,27,75,25.32
520,Purpe,RU,2022-01-20 22:57:23,64.4803,76.6897,9.59,92,19,16.46
521,Hamilton,US,2022-01-20 22:55:30,39.1834,-84.5333,25.43,56,26,1.99
522,Frederikssund,DK,2022-01-20 22:57:24,55.8396,12.069,36.82,68,2,14.0
523,Wucheng,CN,2022-01-20 22:57:24,29.6008,118.175,43.79,88,100,3.06
524,Mitsamiouli,KM,2022-01-20 22:57:24,-11.3847,43.2844,81.27,74,97,10.4
525,Falmouth,GB,2022-01-20 22:57:24,50.1544,-5.0711,36.5,87,20,5.75
526,Ponta Delgada,PT,2022-01-20 22:57:25,37.7333,-25.6667,63.32,77,40,18.41
527,Dunedin,NZ,2022-01-20 22:57:25,-45.8742,170.5036,63.81,55,68,13.0
528,Soledade,BR,2022-01-20 22:57:25,-28.8183,-52.5103,82.38,45,77,6.89
529,Odienne,CI,2022-01-20 22:57:26,9.51,-7.5692,71.96,15,29,4.23
530,Ilhabela,BR,2022-01-20 22:57:26,-23.7781,-45.3581,77.5,89,41,3.65
531,Melilla,ES,2022-01-20 22:57:26,35.2937,-2.9383,53.98,71,20,1.14
532,Beloha,MG,2022-01-20 22:57:26,-25.1667,45.05,70.07,83,95,10.51
533,Collie,AU,2022-01-20 22:57:27,-33.3667,116.15,69.98,29,11,7.67
534,Hue,VN,2022-01-20 22:57:27,16.4667,107.6,66.31,94,75,3.44
535,Santa Rosa,PH,2022-01-20 22:57:27,14.3122,121.1114,77.11,81,77,7.9
536,La Ronge,CA,2022-01-20 22:57:27,55.1001,-105.2842,7.05,72,100,8.05
537,Zhezkazgan,KZ,2022-01-20 22:57:28,47.8043,67.7144,19.26,96,100,5.68
538,Klyavlino,RU,2022-01-20 22:57:28,54.2649,52.0267,3.02,98,99,4.72
539,Impfondo,CG,2022-01-20 22:57:28,1.6381,18.0667,73.56,56,96,2.08
540,Mogwase,ZA,2022-01-20 22:57:29,-25.185,27.2665,71.04,52,14,2.17
541,Kulmbach,DE,2022-01-20 22:57:29,50.1,11.45,31.84,90,97,1.99
542,Clarksburg,US,2022-01-20 22:57:29,39.2807,-80.3445,23.94,67,100,5.57
543,Teahupoo,PF,2022-01-20 22:57:30,-17.8333,-149.2667,80.56,79,100,22.15
544,Cordoba,AR,2022-01-20 22:55:28,-31.4135,-64.1811,86.85,66,20,8.05
545,Ovre Ardal,NO,2022-01-20 22:57:30,61.3167,7.8,8.26,99,88,4.65
546,Pozo Colorado,PY,2022-01-20 22:58:30,-23.4923,-58.7972,91.17,41,54,8.1
547,Hirado,JP,2022-01-20 22:58:30,33.3597,129.5531,38.55,78,91,11.68
548,Opuwo,NA,2022-01-20 22:58:31,-18.0607,13.84,66.11,68,99,4.0
549,Oriximina,BR,2022-01-20 22:58:31,-1.7656,-55.8661,81.16,67,100,4.07
550,Tanout,NE,2022-01-20 22:58:31,14.9709,8.8879,54.28,18,0,11.79
551,San Cristobal,VE,2022-01-20 22:58:32,7.7669,-72.225,78.98,63,51,2.53
552,Anadyr,RU,2022-01-20 22:58:32,64.75,177.4833,-34.01,73,20,11.18
553,Aras,ES,2022-01-20 22:58:32,42.5617,-2.356,39.61,70,40,6.91
554,Florianopolis,BR,2022-01-20 22:57:12,-27.6146,-48.5012,81.63,78,40,4.0
555,Kununurra,AU,2022-01-20 22:58:32,-15.7667,128.7333,84.18,74,100,4.61
556,Gornopravdinsk,RU,2022-01-20 22:58:33,60.05,69.9,13.21,93,100,8.14
557,Camopi,GF,2022-01-20 22:58:33,3.1655,-52.3158,72.46,99,93,2.84
558,Bathsheba,BB,2022-01-20 22:58:33,13.2167,-59.5167,79.41,73,75,24.16
559,Nyurba,RU,2022-01-20 22:58:33,63.2842,118.3319,-10.25,99,93,4.47
560,Banyo,CM,2022-01-20 22:58:34,6.75,11.8167,66.02,29,23,3.56
561,Rancho Palos Verdes,US,2022-01-20 22:57:04,33.7445,-118.387,79.36,50,0,1.01
562,Quesnel,CA,2022-01-20 22:58:34,52.9999,-122.5029,36.1,93,100,4.61
563,Millinocket,US,2022-01-20 22:57:26,45.6573,-68.7098,11.91,79,7,7.94
564,Statesboro,US,2022-01-20 22:53:41,32.4488,-81.7832,63.93,82,100,4.61
565,Goundam,ML,2022-01-20 22:54:17,16.4145,-3.6708,65.97,16,0,10.85
566,Rabat,MA,2022-01-20 22:53:36,33.9911,-6.8401,52.03,100,48,3.44
567,Todos Santos,MX,2022-01-20 22:58:34,23.45,-110.2167,77.45,57,100,17.74
568,Lata,PT,2022-01-20 22:58:35,40.1629,-8.3327,46.92,82,0,3.74
569,Arcachon,FR,2022-01-20 22:58:35,44.5875,-1.0519,37.72,93,43,6.91
570,Havre-Saint-Pierre,CA,2022-01-20 22:58:35,50.2334,-63.5986,14.0,72,0,9.22
571,Batouri,CM,2022-01-20 22:58:36,4.4333,14.3667,72.03,31,46,3.65
572,Santa Maria,BR,2022-01-20 22:57:56,-29.6842,-53.8069,92.5,52,0,6.91
573,Bronnoysund,NO,2022-01-20 22:56:52,65.4625,12.1997,32.0,59,75,11.5
574,Alyangula,AU,2022-01-20 22:58:36,-13.8483,136.4192,82.27,89,49,2.3
575,Brigantine,US,2022-01-20 22:58:36,39.4101,-74.3646,33.28,82,100,17.54
576,Arzachena,IT,2022-01-20 22:58:36,41.0769,9.3887,45.84,66,84,16.69
577,Grand-Santi,GF,2022-01-20 22:58:37,4.25,-54.3833,72.79,98,100,2.62
578,Ust-Ilimsk,RU,2022-01-20 22:58:37,58.0006,102.6619,7.32,97,100,4.16
579,Makakilo City,US,2022-01-20 22:58:37,21.3469,-158.0858,78.62,67,21,5.53
580,Yakovlevka,RU,2022-01-20 22:58:38,44.425,133.4772,-11.25,100,96,1.12
581,Ust-Uda,RU,2022-01-20 22:58:38,54.1742,103.0304,-10.5,100,100,1.23
582,Tiksi,RU,2022-01-20 22:58:38,71.6872,128.8694,-13.92,96,96,9.91
583,Lively,CA,2022-01-20 22:58:39,46.4334,-81.1498,-3.19,72,75,1.86
584,Maxixe,MZ,2022-01-20 22:58:39,-23.8597,35.3472,74.44,76,91,9.78
585,Aswan,EG,2022-01-20 22:58:39,24.0934,32.907,49.66,51,0,8.88
586,Charters Towers,AU,2022-01-20 22:58:40,-20.1,146.2667,81.9,54,74,16.44
587,Eldorado,BR,2022-01-20 22:58:40,-23.7869,-54.2836,77.68,68,79,10.33
